"SL","BRC1_2","CK","Aux_Shoot","ABA","Bud_release","PAT_Bud","Aux_Bud","SUC","Sustained_growth","GA","Decap_signal","CXE","SMXL6_7_8","FHY3_FAR1","SPL9_15","SMXL6_7_8_Transcription","Low_R_FR","MAX2","D14","Perception_SL","D27","MAX3","MAX4","MAX1","LBO","CLAMT","PhyB","High_R_FR","PIFs","HB21_40_53","NCED3"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
